iter	Logloss
0	0.4948401088
1	0.3435591492
2	0.2341033408
3	0.1806250519
4	0.1380071
5	0.1047189632
6	0.08959024805
7	0.07747596435
8	0.06875883932
9	0.06202475009
10	0.05685118531
11	0.0537460933
12	0.05122956456
13	0.0492886705
14	0.04793709422
15	0.04704013082
16	0.04588032655
17	0.04503423804
18	0.0444797306
19	0.04405462195
20	0.04363463069
21	0.043307394
22	0.04310524375
23	0.04270197286
24	0.0426231755
25	0.04234558115
26	0.04219471303
27	0.04197412475
28	0.04188792629
29	0.04173765558
30	0.04163684157
31	0.04145727697
32	0.04135921428
33	0.04125836111
34	0.04117754156
35	0.04114440239
36	0.04103865987
37	0.04100933561
38	0.04098147644
39	0.04095475629
40	0.04093375112
41	0.04089884887
42	0.04087952507
43	0.04078808944
44	0.04070194064
45	0.04068142997
46	0.04066496121
47	0.04065649595
48	0.04059872844
49	0.04058891321
50	0.04054718529
51	0.04053074236
52	0.04051012716
53	0.04047065376
54	0.04046446756
55	0.04044491944
56	0.04041556167
57	0.0403837798
58	0.0403729514
59	0.04037059452
60	0.04034549675
61	0.04033037612
62	0.04029756056
63	0.04029244584
64	0.04028196598
65	0.04026045535
66	0.0402410006
67	0.04023071065
68	0.04022626417
69	0.04021198333
70	0.0402051946
71	0.04019842108
72	0.04019539559
73	0.0401795484
74	0.04016374937
75	0.04015443473
76	0.04014240332
77	0.04012959357
78	0.04011057576
79	0.04009901781
80	0.04009067668
81	0.04008603168
82	0.04007625069
83	0.04006931477
84	0.04006110266
85	0.04005656791
86	0.04004592794
87	0.04004070387
88	0.04002663759
89	0.04001870076
90	0.04000467008
91	0.03999967526
92	0.03999392122
93	0.0399883009
94	0.03998272671
95	0.03997710702
96	0.03996880321
97	0.03994332652
98	0.03993357451
99	0.03992820619
100	0.03992507225
101	0.03991730523
102	0.03990388776
103	0.03990182599
104	0.03989247781
105	0.03988033099
106	0.03987600449
107	0.03986367648
108	0.03986076137
109	0.03985587445
110	0.03984488668
111	0.03983851094
112	0.03982944805
113	0.03982623497
114	0.03981597555
115	0.03981128782
116	0.03980720632
117	0.03979628061
118	0.03979422527
119	0.03978582254
120	0.03977494857
121	0.03976629129
122	0.03976336657
123	0.03975306375
124	0.03974410189
125	0.03974232302
126	0.03973028542
127	0.03972835739
128	0.03971709922
129	0.03971539362
130	0.03970600777
131	0.0397025423
132	0.03969224442
133	0.03968528276
134	0.03967437531
135	0.03966661355
136	0.03966054193
137	0.03965351836
138	0.03965123382
139	0.03965042639
140	0.03964479667
141	0.03963837367
142	0.03963207504
143	0.03961868419
144	0.03961283221
145	0.0396093321
146	0.03960091881
147	0.03959249707
148	0.03958895524
149	0.03958472675
150	0.03958193858
151	0.03958052717
152	0.03957405975
153	0.03956877508
154	0.03956561531
155	0.03955834811
156	0.03954892216
157	0.03954085367
158	0.03953666709
159	0.03953553593
160	0.0395301323
161	0.03952062392
162	0.03951952323
163	0.03951036491
164	0.03950393936
165	0.03949446065
166	0.03948867366
167	0.03948013974
168	0.03947235002
169	0.03946542256
170	0.03946446617
171	0.0394561633
172	0.03945075247
173	0.03943722004
174	0.03942914824
175	0.03942336247
176	0.0394214161
177	0.03941699194
178	0.0394111504
179	0.03940313956
180	0.03940049179
181	0.03939339837
182	0.03938826933
183	0.03938345086
184	0.03938175703
185	0.03937852983
186	0.03937324491
187	0.03936593051
188	0.03936165885
189	0.03935210851
190	0.03934645804
191	0.03933869047
192	0.03933204401
193	0.03932116961
194	0.03931878148
195	0.03931599108
196	0.03931010838
197	0.0393087175
198	0.03929882173
199	0.03929499658
200	0.0392929055
201	0.03928635338
202	0.03928365898
203	0.03928096201
204	0.03927095286
205	0.03926625059
206	0.03926017561
207	0.03925425213
208	0.03924698702
209	0.03924169375
210	0.03923682625
211	0.03923015681
212	0.03922449459
213	0.03921591265
214	0.03921170594
215	0.03920279284
216	0.03919529123
217	0.03918733837
218	0.03918672736
219	0.03918302762
220	0.03917156235
221	0.03916717651
222	0.03916340441
223	0.03914890795
224	0.03913960611
225	0.03913185425
226	0.03912806515
227	0.03912574893
228	0.03912000739
229	0.03911238246
230	0.03910378748
231	0.03909681104
232	0.03909205084
233	0.03908692954
234	0.03908012531
235	0.03907319454
236	0.03906914662
237	0.0390648035
238	0.03905580318
239	0.03905175728
240	0.03904628594
241	0.03904129771
242	0.03903943289
243	0.0390361841
244	0.03902787589
245	0.03902330261
246	0.03902279423
247	0.03901540027
248	0.03900789757
249	0.0390006478
250	0.03899471841
251	0.03899313991
252	0.03898732893
253	0.03898128607
254	0.03897294232
255	0.03897024892
256	0.03896098786
257	0.03896057588
258	0.03895945581
259	0.03895563003
260	0.03895113631
261	0.03894839916
262	0.03894468333
263	0.03894175842
264	0.03893626184
265	0.03893194172
266	0.0389255825
267	0.03891839195
268	0.0389139152
269	0.03890677316
270	0.03890092449
271	0.0388972727
272	0.03889420724
273	0.03888618373
274	0.03888128619
275	0.03887667473
276	0.03886937318
277	0.03886467761
278	0.03886246346
279	0.03885624312
280	0.0388505604
281	0.03884759756
282	0.03884315509
283	0.03883845858
284	0.0388380616
285	0.03883415594
286	0.03882720842
287	0.03881904867
288	0.03881656614
289	0.03881504708
290	0.03880835117
291	0.03880135926
292	0.03879818337
293	0.03879455554
294	0.03878823063
295	0.03878716737
296	0.0387841355
297	0.03877920541
298	0.03877304866
299	0.03876660551
300	0.03875889115
301	0.03875099662
302	0.03874365075
303	0.03874190796
304	0.03873826534
305	0.0387330732
306	0.0387291186
307	0.03872332277
308	0.03871931652
309	0.03871336098
310	0.03871078033
311	0.03870842105
312	0.03870708291
313	0.03870222454
314	0.03869785273
315	0.03869571434
316	0.0386916137
317	0.03868646737
318	0.03868256573
319	0.03867804602
320	0.038671614
321	0.03866542581
322	0.03866224954
323	0.0386592809
324	0.03865584702
325	0.03865369592
326	0.03865079802
327	0.03864621444
328	0.03864260896
329	0.03864019559
330	0.03863631336
331	0.03862561485
332	0.03862192722
333	0.03861544159
334	0.03860911467
335	0.03860497048
336	0.03860069701
337	0.03859917554
338	0.03859125395
339	0.03859001759
340	0.03858553478
341	0.03858128764
342	0.03858004585
343	0.03857917428
344	0.0385762321
345	0.03857275924
346	0.03856983216
347	0.03856873311
348	0.03856159443
349	0.03855814413
350	0.03855696084
351	0.03855290686
352	0.03855040362
353	0.03854511361
354	0.03854237364
355	0.03853912832
356	0.03853768383
357	0.03853493753
358	0.03852869807
359	0.0385272305
360	0.03852643891
361	0.03851871542
362	0.03851641366
363	0.03850818159
364	0.03850480464
365	0.03850359553
366	0.03850114406
367	0.03849655585
368	0.03849532096
369	0.0384935746
370	0.0384897212
371	0.03848903306
372	0.03848448871
373	0.03847916819
374	0.03847628375
375	0.03846768991
376	0.03846506977
377	0.03845774658
378	0.03845282636
379	0.03845040931
380	0.03844650333
381	0.0384426363
382	0.03843588779
383	0.03843528276
384	0.03842801978
385	0.03842342424
386	0.03841892978
387	0.03841620231
388	0.03841074631
389	0.03840765478
390	0.03840609341
391	0.03840298641
392	0.03840196548
393	0.03839732083
394	0.03839385821
395	0.03838787349
396	0.03838567296
397	0.03838300755
398	0.03837929647
399	0.03837114065
400	0.03836857678
401	0.03836395731
402	0.03836184522
403	0.03835798572
404	0.03835209588
405	0.03834885083
406	0.03834314667
407	0.03833954646
408	0.03833684873
409	0.03833365053
410	0.03832880844
411	0.03832418891
412	0.03832325817
413	0.03832142985
414	0.03831052759
415	0.03830720799
416	0.03830222718
417	0.03829764427
418	0.03829480733
419	0.03829412906
420	0.03829177627
421	0.03828976937
422	0.03828741507
423	0.03828360156
424	0.03828142779
425	0.03827578739
426	0.03827126966
427	0.03826620288
428	0.03826462493
429	0.03825275216
430	0.03825003694
431	0.03824693829
432	0.03824296206
433	0.03823891604
434	0.03823551447
435	0.03823059682
436	0.03822835078
437	0.03822426495
438	0.03821953712
439	0.03821777096
440	0.03821473839
441	0.03821164238
442	0.03821014964
443	0.03820899239
444	0.03820626805
445	0.03819978391
446	0.03819758782
447	0.0381961578
448	0.03819079461
449	0.03818833625
450	0.03818365931
451	0.03817825439
452	0.03817554235
453	0.03817392681
454	0.03817190111
455	0.03816949348
456	0.03816711329
457	0.03816162663
458	0.03815989043
459	0.03815699872
460	0.03814657594
461	0.03814029855
462	0.03813632803
463	0.03813234473
464	0.03812977008
465	0.03812399085
466	0.03811201134
467	0.03810969893
468	0.03810833479
469	0.03810669826
470	0.03810150153
471	0.03809748586
472	0.03809195007
473	0.03808792969
474	0.03808603054
475	0.03808259669
476	0.0380799645
477	0.03807558893
478	0.03807243674
479	0.03806781673
480	0.03806311937
481	0.03806058237
482	0.03805590819
483	0.0380547731
484	0.03804961633
485	0.03804608695
486	0.03804517693
487	0.03803879039
488	0.03803413541
489	0.03802854835
490	0.0380256839
491	0.03802440019
492	0.03802082269
493	0.03801700659
494	0.03801254653
495	0.03800770578
496	0.03800482101
497	0.03800293573
498	0.03800142576
499	0.03799748299
500	0.03799620834
501	0.03799252298
502	0.03799006466
503	0.03798741552
504	0.03798564305
505	0.03798397863
506	0.03798042743
507	0.03797913944
508	0.0379712405
509	0.03796968928
510	0.03796554563
511	0.03796068291
512	0.03795972154
513	0.03795749256
514	0.03795524793
515	0.03795168075
516	0.03795072951
517	0.03795015255
518	0.037949737
519	0.0379471617
520	0.03794585835
521	0.03794157892
522	0.03793916016
523	0.03793806948
524	0.03793646246
525	0.03793424694
526	0.03792544554
527	0.03792485598
528	0.03792207694
529	0.0379191477
530	0.03791283901
531	0.03790772522
532	0.03790451978
533	0.03790340395
534	0.03790173531
535	0.03790003777
536	0.03789726942
537	0.03789303618
538	0.03789090991
539	0.03788704667
540	0.0378858096
541	0.03788160741
542	0.03787397976
543	0.03787218886
544	0.03786377341
545	0.0378630351
546	0.0378605027
547	0.03785580213
548	0.03784907416
549	0.0378444507
550	0.03783932118
551	0.03783421569
552	0.03783172826
553	0.03782991644
554	0.03782226605
555	0.03781860366
556	0.03781835373
557	0.03781803202
558	0.03781572959
559	0.0378154631
560	0.03781153846
561	0.03780962318
562	0.03780940707
563	0.03780734946
564	0.03780626167
565	0.03780469472
566	0.03780382499
567	0.0378017013
568	0.03779893242
569	0.03779647397
570	0.03779357734
571	0.03778982506
572	0.03778456449
573	0.03778269005
574	0.03777809441
575	0.03777613408
576	0.0377698842
577	0.03776927613
578	0.03776782479
579	0.0377661038
580	0.03776481533
581	0.03776250068
582	0.03775962595
583	0.03775639513
584	0.03775293103
585	0.03774963067
586	0.03774843498
587	0.03774526448
588	0.03774182151
589	0.03774075658
590	0.03773814922
591	0.03773542293
592	0.03773045037
593	0.03772732514
594	0.0377265266
595	0.03772556176
596	0.03772461344
597	0.0377234987
598	0.03772262093
599	0.03771904069
600	0.03771617233
601	0.03770807562
602	0.03770361984
603	0.03770316355
604	0.03770000174
605	0.03769632548
606	0.0376935526
607	0.03769140269
608	0.03768729875
609	0.03768271024
610	0.03768051647
611	0.03767924492
612	0.03767562408
613	0.03767494291
614	0.037670134
615	0.0376687142
616	0.03766740392
617	0.03766518333
618	0.03766348816
619	0.03766222114
620	0.03765955565
621	0.03765697176
622	0.03765356553
623	0.03764969721
624	0.03764811301
625	0.03764724559
626	0.03764573195
627	0.03764304219
628	0.03764008971
629	0.03763742912
630	0.03763360987
631	0.03763247013
632	0.03762588915
633	0.03762201933
634	0.037620129
635	0.03761771199
636	0.03761377702
637	0.03761026645
638	0.03760839521
639	0.03760313874
640	0.03760030373
641	0.03759760971
642	0.03759526524
643	0.03759251518
644	0.037590377
645	0.03758500807
646	0.03758190132
647	0.03757879801
648	0.03757733875
649	0.03757465937
650	0.03757038917
651	0.03756880443
652	0.03756775875
653	0.03756719414
654	0.03756647565
655	0.03756442396
656	0.03756277508
657	0.03755827559
658	0.03755778258
659	0.03755539492
660	0.03754874022
661	0.03754218612
662	0.03753927543
663	0.03753616292
664	0.03753547287
665	0.03753267291
666	0.03752935761
667	0.03752567827
668	0.0375241646
669	0.03751778761
670	0.03751488385
671	0.03750934422
672	0.03750782037
673	0.0375057348
674	0.03750398598
675	0.0375013516
676	0.03749793184
677	0.03749761465
678	0.03749427628
679	0.03749226389
680	0.03749110511
681	0.03748994585
682	0.03748834883
683	0.03748658476
684	0.03748524669
685	0.03748430433
686	0.03748221191
687	0.03747657575
688	0.03747516503
689	0.03747284379
690	0.03746672569
691	0.03746539139
692	0.03746216343
693	0.03746060737
694	0.0374600819
695	0.03745839057
696	0.03745389486
697	0.03745345196
698	0.03744981597
699	0.0374473016
700	0.0374469263
701	0.0374452574
702	0.03744317791
703	0.03743910362
704	0.03743856907
705	0.03743502965
706	0.03743219376
707	0.03743077233
708	0.03742959437
709	0.03742506678
710	0.03742134317
711	0.03741820785
712	0.03741620294
713	0.03741450411
714	0.03741214407
715	0.03741033793
716	0.03740683694
717	0.03740484606
718	0.03740396025
719	0.03740118012
720	0.03739805621
721	0.03739180748
722	0.03738817103
723	0.03738812468
724	0.0373866595
725	0.03738441933
726	0.03738276547
727	0.03737703091
728	0.03737380523
729	0.03737173553
730	0.03736821227
731	0.0373630206
732	0.03735882354
733	0.03735647931
734	0.03735352531
735	0.03735129449
736	0.03734863849
737	0.03734748452
738	0.03734449343
739	0.03734053228
740	0.03733924682
741	0.03733720877
742	0.03733619998
743	0.03733383918
744	0.03733258549
745	0.03732690531
746	0.03732456059
747	0.03732241156
748	0.03732125417
749	0.03731846891
750	0.03731740278
751	0.03731333442
752	0.03730713669
753	0.03730414074
754	0.03730091668
755	0.03729895481
756	0.03729477518
757	0.03729145706
758	0.03728836385
759	0.03728462556
760	0.03728114457
761	0.03727864143
762	0.03727664571
763	0.03727487595
764	0.03727139878
765	0.03726965057
766	0.03726711639
767	0.03726455836
768	0.03726170151
769	0.03725728361
770	0.03725584301
771	0.03725444168
772	0.03725253499
773	0.03724707926
774	0.03724180696
775	0.03723855842
776	0.03723735917
777	0.03723461685
778	0.0372332504
779	0.03723137201
780	0.03722984392
781	0.03722783864
782	0.03722421343
783	0.03722305361
784	0.03722204294
785	0.03722038129
786	0.0372175593
787	0.03721501102
788	0.03721260892
789	0.03721010649
790	0.03720919611
791	0.03720781811
792	0.03720590917
793	0.037204221
794	0.03720189946
795	0.03720145925
796	0.03719946834
797	0.03719719206
798	0.0371961104
799	0.03719214247
800	0.03719170118
801	0.03718757871
802	0.03718514039
